Genres,Type,Source,Studios,Rating,Episodes
"drama, romance",ova,visual novel,"picture magic, rikuentai",pg-13 - teens 13 or older,4.0
mystery,tv,manga,"tms entertainment, tokyo kids, minami machi bugyousho",pg-13 - teens 13 or older,37.0
"boys love, comedy, mystery, romance",ova,manga,j.c.staff,r - 17+ (violence & profanity),1.0
"action, adventure, comedy, sci-fi, ecchi",ova,original,studio fantasia,r+ - mild nudity,7.0
"comedy, fantasy",ova,manga,gallop,g - all ages,3.0
hentai,ova,visual novel,studio jam,rx - hentai,6.0
"avant garde, drama, horror, mystery, supernatural",tv,light novel,madhouse,r+ - mild nudity,12.0
"action, adventure, comedy, mystery, sci-fi, ecchi",tv,original,magic bus,pg-13 - teens 13 or older,13.0
"award winning, comedy, drama, fantasy",movie,manga,madhouse,pg - children,1.0
"award winning, comedy, drama, fantasy, romance",movie,manga,madhouse,pg - children,1.0
"adventure, comedy, sci-fi",ova,manga,"studio fantasia, animate film",r+ - mild nudity,6.0
"action, comedy, romance, sci-fi, ecchi",ova,unknown,ashi productions,r - 17+ (violence & profanity),12.0
"action, adventure, comedy, sci-fi",tv,manga,ashi productions,pg-13 - teens 13 or older,12.0
"drama, horror, supernatural, ecchi",special,manga,arms,r+ - mild nudity,1.0
"action, adventure, comedy, sci-fi",ova,original,actas,pg-13 - teens 13 or older,6.0
"action, adventure, comedy, sci-fi",movie,original,actas,pg-13 - teens 13 or older,1.0
"comedy, sci-fi",tv,manga,j.c.staff,r - 17+ (violence & profanity),26.0
"adventure, fantasy, romance",ova,manga,pierrot,pg-13 - teens 13 or older,3.0
"adventure, fantasy, romance",ova,manga,pierrot,pg-13 - teens 13 or older,6.0
"comedy, romance, ecchi",ova,manga,chaos project,r+ - mild nudity,4.0
"comedy, sci-fi",tv,game,madhouse,pg-13 - teens 13 or older,24.0
"action, drama, horror, sci-fi",tv,manga,gonzo,r+ - mild nudity,13.0
"drama, fantasy, sci-fi",tv,manga,"group tac, japan vistec",r - 17+ (violence & profanity),26.0
"comedy, romance, sports",tv,manga,ashi productions,pg-13 - teens 13 or older,41.0
"drama, fantasy, mystery",tv,other,radix,pg-13 - teens 13 or older,13.0
sports,tv,manga,studio comet,pg - children,52.0
"action, fantasy, sci-fi",ova,original,tatsunoko production,r - 17+ (violence & profanity),6.0
"drama, romance, sports",tv,manga,studio comet,pg-13 - teens 13 or older,26.0
"adventure, fantasy",ova,game,actas,pg-13 - teens 13 or older,4.0
"action, fantasy",tv,manga,pierrot,pg-13 - teens 13 or older,112.0
"adventure, drama, fantasy, romance, sci-fi",movie,original,"bones, sunrise",pg-13 - teens 13 or older,1.0
"comedy, drama, romance",tv,manga,j.c.staff,pg-13 - teens 13 or older,12.0
"action, drama, horror, sci-fi",tv,manga,gonzo,r+ - mild nudity,13.0
"action, romance, sci-fi",tv,light novel,sunrise,pg-13 - teens 13 or older,13.0
"action, romance, sci-fi",tv,light novel,sunrise,pg-13 - teens 13 or older,10.0
"action, romance, sci-fi",ova,light novel,sunrise,pg-13 - teens 13 or older,2.0
"action, romance, sci-fi",special,light novel,sunrise,pg-13 - teens 13 or older,1.0
"action, adventure, comedy, sci-fi",tv,manga,sunrise,r+ - mild nudity,24.0
"drama, romance",ova,manga,studio deen,r - 17+ (violence & profanity),2.0
"adventure, comedy, fantasy",ova,original,madhouse,pg-13 - teens 13 or older,1.0
"comedy, romance, ecchi",tv,manga,daume,r+ - mild nudity,12.0
"action, adventure, comedy, fantasy, ecchi",ova,manga,aic,r+ - mild nudity,6.0
"award winning, horror, supernatural",movie,original,production i.g,r - 17+ (violence & profanity),1.0
"sci-fi, sports",tv,web manga,tms entertainment,pg-13 - teens 13 or older,13.0
"comedy, drama, mystery",tv,manga,pierrot,pg-13 - teens 13 or older,45.0
"action, adventure, drama, fantasy, sci-fi",special,game,madhouse,pg-13 - teens 13 or older,1.0
"action, adventure, drama, sci-fi",tv,original,aic asta,pg-13 - teens 13 or older,26.0
"comedy, slice of life, ecchi",tv,manga,"gainax, shaft",r+ - mild nudity,12.0
"horror, sci-fi",ova,visual novel,wao world,r - 17+ (violence & profanity),1.0
"award winning, comedy, slice of life",movie,4-koma manga,studio ghibli,g - all ages,1.0
"action, adventure, award winning, comedy, drama, romance",movie,manga,studio ghibli,g - all ages,1.0
"action, fantasy",tv,game,g&g entertainment,pg-13 - teens 13 or older,26.0
"adventure, comedy",movie,manga,studio deen,pg-13 - teens 13 or older,1.0
"adventure, comedy, supernatural",tv,manga,studio deen,pg-13 - teens 13 or older,26.0
"adventure, sci-fi",movie,manga,studio 4°c,r - 17+ (violence & profanity),1.0
"comedy, sci-fi",tv,original,studio fantasia,pg-13 - teens 13 or older,13.0
"comedy, sci-fi",ova,original,studio fantasia,pg-13 - teens 13 or older,2.0
"comedy, sci-fi",ova,original,studio fantasia,pg-13 - teens 13 or older,6.0
"adventure, comedy, sci-fi",tv,light novel,sunrise,r+ - mild nudity,24.0
"boys love, comedy, sports",ova,manga,nippon animation,pg-13 - teens 13 or older,2.0
"action, adventure, comedy, fantasy",ova,game,madhouse,pg-13 - teens 13 or older,4.0
"comedy, drama, fantasy",tv,original,gonzo,pg-13 - teens 13 or older,51.0
"adventure, comedy, drama",ova,original,gonzo,pg - children,1.0
"comedy, drama",ova,original,gonzo,pg - children,1.0
"award winning, comedy, drama, fantasy",movie,manga,bones,r - 17+ (violence & profanity),1.0
"adventure, award winning, drama, fantasy, romance",movie,novel,studio ghibli,g - all ages,1.0
"action, adventure, sci-fi",ova,original,ashi productions,r - 17+ (violence & profanity),6.0
"award winning, drama, romance, sci-fi",movie,original,comix wave films,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy",ova,original,aic,r+ - mild nudity,1.0
"adventure, comedy, drama, fantasy",tv,manga,tokyo movie shinsha,pg-13 - teens 13 or older,20.0
"avant garde, drama, horror",movie,novel,madhouse,r+ - mild nudity,1.0
"action, drama",ova,visual novel,arcs create,r - 17+ (violence & profanity),3.0
"adventure, drama, fantasy",ova,manga,animate film,pg-13 - teens 13 or older,2.0
"award winning, comedy, drama, fantasy, mystery",tv,original,j.c.staff,pg-13 - teens 13 or older,39.0
"avant garde, drama, fantasy, girls love, romance",movie,original,j.c.staff,r+ - mild nudity,1.0
"action, adventure, fantasy",movie,manga,pierrot,pg-13 - teens 13 or older,1.0
"comedy, romance, sci-fi, ecchi",ova,original,daume,r - 17+ (violence & profanity),1.0
"drama, girls love",tv,light novel,studio deen,pg-13 - teens 13 or older,13.0
"adventure, comedy, fantasy, romance",tv,game,xebec,pg-13 - teens 13 or older,13.0
"action, drama",tv,original,ufotable,r - 17+ (violence & profanity),13.0
"action, drama",tv,original,"plum, magic bus",pg-13 - teens 13 or older,25.0
"adventure, drama, romance, supernatural",ova,manga,madhouse,r - 17+ (violence & profanity),2.0
"action, adventure, fantasy, romance",movie,manga,sunrise,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy, romance",movie,manga,sunrise,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy, romance",movie,manga,sunrise,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy, romance",movie,manga,sunrise,pg-13 - teens 13 or older,1.0
"comedy, fantasy",ova,original,bee train,r+ - mild nudity,1.0
"adventure, fantasy, mystery, romance, sci-fi, suspense",tv,original,nippon animation,pg-13 - teens 13 or older,26.0
"comedy, slice of life",tv,original,j.c.staff,pg-13 - teens 13 or older,26.0
"adventure, mystery, slice of life, supernatural",tv,manga,artland,pg-13 - teens 13 or older,26.0
"comedy, sci-fi, ecchi",ova,manga,olm,r+ - mild nudity,3.0
"action, adventure, fantasy",movie,manga,toei animation,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy",movie,manga,toei animation,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy",movie,manga,toei animation,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy",movie,manga,toei animation,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy",movie,manga,toei animation,pg-13 - teens 13 or older,1.0
"action, adventure, drama, fantasy",movie,manga,toei animation,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy",movie,manga,toei animation,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy",ova,manga,production i.g,pg - children,1.0
"action, award winning, sci-fi",tv,manga,production i.g,r - 17+ (violence & profanity),26.0
"award winning, sci-fi",movie,manga,production i.g,r - 17+ (violence & profanity),1.0
"comedy, romance, supernatural",tv,manga,j.c.staff,pg-13 - teens 13 or older,24.0
"comedy, drama, romance",tv,manga,madhouse,pg-13 - teens 13 or older,13.0
"comedy, drama, romance",tv,visual novel,olm,pg-13 - teens 13 or older,13.0
"drama, romance",tv,visual novel,olm,pg-13 - teens 13 or older,13.0
"action, adventure, drama",tv,original,telecom animation film,pg-13 - teens 13 or older,12.0
"drama, romance, sci-fi",ova,original,triangle staff,r - 17+ (violence & profanity),4.0
"drama, sci-fi",special,unknown,sunrise,pg-13 - teens 13 or older,1.0
"drama, romance, sports, supernatural",tv,light novel,karaku,pg-13 - teens 13 or older,12.0
"fantasy, sci-fi, slice of life",tv,manga,hal film maker,g - all ages,13.0
"action, fantasy, romance, sci-fi",tv,original,satelight,pg-13 - teens 13 or older,26.0
"action, adventure, supernatural",tv,manga,studio deen,pg-13 - teens 13 or older,51.0
"action, adventure, fantasy",tv,manga,gallop,pg-13 - teens 13 or older,224.0
"action, comedy, fantasy",tv,manga,gallop,pg-13 - teens 13 or older,180.0
"action, drama, sci-fi",tv,original,bones,pg-13 - teens 13 or older,24.0
"adventure, supernatural",movie,manga,pierrot,pg-13 - teens 13 or older,1.0
"comedy, slice of life",tv,4-koma manga,magic bus,g - all ages,26.0
"action, adventure, slice of life",tv,light novel,a.c.g.t.,r - 17+ (violence & profanity),13.0
"comedy, fantasy, romance, ecchi",tv,manga,aic spirits,r+ - mild nudity,13.0
"comedy, slice of life",tv,manga,daume,pg-13 - teens 13 or older,12.0
"award winning, comedy, drama, slice of life, supernatural",tv,original,brain's base,g - all ages,12.0
comedy,tv,manga,shaft,pg-13 - teens 13 or older,26.0
"action, adventure, sci-fi",movie,original,aic,r+ - mild nudity,1.0
"action, adventure, romance, sci-fi",movie,original,aic,r+ - mild nudity,1.0
"adventure, comedy, fantasy, supernatural, ecchi",tv,manga,xebec,r - 17+ (violence & profanity),26.0
"adventure, drama, fantasy",movie,novel,madhouse,pg-13 - teens 13 or older,1.0
"adventure, fantasy, girls love, mystery, ecchi",tv,visual novel,studio deen,r+ - mild nudity,13.0
"action, adventure, sci-fi",ova,original,"aic, artmic",pg-13 - teens 13 or older,3.0
"adventure, horror, romance, supernatural",ova,novel,madhouse,r - 17+ (violence & profanity),1.0
"adventure, comedy, fantasy",tv,manga,unknown,pg - children,26.0
"action, adventure, comedy, fantasy",movie,manga,toei animation,pg-13 - teens 13 or older,1.0
"adventure, drama, fantasy",ova,visual novel,studio matrix,pg-13 - teens 13 or older,2.0
"action, adventure, drama, romance",movie,game,studio comet,r+ - mild nudity,1.0
"comedy, fantasy",tv,original,hal film maker,g - all ages,51.0
"drama, romance",tv,manga,eiken,pg-13 - teens 13 or older,23.0
"boys love, comedy",ova,manga,plum,r - 17+ (violence & profanity),2.0
"adventure, comedy",tv,manga,tms entertainment,g - all ages,296.0
"comedy, drama, romance",tv,original,tnk,pg-13 - teens 13 or older,13.0
"comedy, drama, romance",tv,visual novel,arms,r+ - mild nudity,13.0
"adventure, comedy, fantasy",tv,game,"trinet entertainment, picture magic",pg-13 - teens 13 or older,13.0
"adventure, award winning, comedy, drama, fantasy",movie,novel,studio ghibli,g - all ages,1.0
"adventure, award winning, fantasy, romance, sci-fi",movie,original,studio ghibli,pg - children,1.0
"drama, horror, romance, supernatural",ova,original,daume,r - 17+ (violence & profanity),3.0
"action, adventure, fantasy, supernatural",movie,unknown,triangle staff,r - 17+ (violence & profanity),1.0
"comedy, sci-fi",tv,manga,sunrise,pg-13 - teens 13 or older,358.0
"comedy, romance",ova,manga,studio comet,pg-13 - teens 13 or older,2.0
unknown,tv,original,ashi productions,g - all ages,63.0
"comedy, drama, romance",tv,manga,j.c.staff,pg-13 - teens 13 or older,26.0
romance,movie,unknown,toei animation,pg-13 - teens 13 or older,1.0
"adventure, comedy, romance",tv,manga,"actas, synergysp",pg - children,52.0
"adventure, drama, romance, sci-fi",movie,manga,madhouse,pg-13 - teens 13 or older,1.0
"adventure, award winning, supernatural",movie,original,studio ghibli,g - all ages,1.0
"comedy, drama, romance",ova,original,daume,r+ - mild nudity,1.0
"adventure, drama, fantasy",tv,original,production i.g,pg-13 - teens 13 or older,26.0
"drama, sci-fi",ova,manga,production i.g,pg-13 - teens 13 or older,6.0
"action, adventure, comedy, fantasy",tv,game,olm,pg - children,276.0
"action, adventure, award winning, comedy, drama, fantasy",movie,game,olm,pg - children,1.0
"drama, romance, sci-fi",tv,manga,gonzo,r - 17+ (violence & profanity),13.0
"fantasy, romance",tv,manga,toei animation,pg-13 - teens 13 or older,46.0
"drama, romance",movie,manga,toei animation,pg-13 - teens 13 or older,1.0
"fantasy, romance",tv,manga,toei animation,pg-13 - teens 13 or older,38.0
comedy,tv,4-koma manga,j.c.staff,pg-13 - teens 13 or older,13.0
"adventure, comedy, fantasy",tv,light novel,e&g films,pg-13 - teens 13 or older,26.0
"adventure, comedy, fantasy",tv,light novel,e&g films,pg-13 - teens 13 or older,26.0
"adventure, comedy, fantasy",movie,light novel,j.c.staff,pg-13 - teens 13 or older,1.0
"action, adventure, sci-fi",ova,game,studio deen,r - 17+ (violence & profanity),2.0
"comedy, romance, sci-fi",tv,original,aic,pg-13 - teens 13 or older,26.0
"action, comedy, sci-fi",ova,original,aic,r+ - mild nudity,6.0
"action, comedy, sci-fi",ova,original,aic,r+ - mild nudity,6.0
"action, comedy, sci-fi",ova,original,aic,r+ - mild nudity,6.0
"action, drama, fantasy, horror, romance, sci-fi",movie,light novel,madhouse,r - 17+ (violence & profanity),1.0
"action, adventure, sci-fi",movie,manga,triangle staff,pg-13 - teens 13 or older,1.0
"comedy, sci-fi",tv,original,tnk,pg-13 - teens 13 or older,12.0
"drama, romance, supernatural",tv,visual novel,radix,pg-13 - teens 13 or older,13.0
"drama, romance, supernatural",ova,visual novel,venet,pg-13 - teens 13 or older,3.0
"action, drama, romance, sci-fi",movie,original,unknown,pg-13 - teens 13 or older,1.0
"action, comedy, fantasy",tv,manga,toei animation,pg-13 - teens 13 or older,27.0
sports,tv,manga,group tac,r - 17+ (violence & profanity),24.0
"action, adventure, comedy, fantasy",tv,other,toei animation,pg - children,54.0
"boys love, comedy, drama, fantasy, horror",tv,manga,j.c.staff,r - 17+ (violence & profanity),13.0
"action, adventure, comedy, drama, romance",tv,original,olm,r+ - mild nudity,24.0
"comedy, girls love, sci-fi",tv,original,olm,r+ - mild nudity,12.0
"drama, romance, sci-fi",ova,original,olm,r+ - mild nudity,3.0
"comedy, romance, sci-fi",ova,original,olm,r+ - mild nudity,4.0
sports,tv,manga,studio hibari,pg-13 - teens 13 or older,26.0
"drama, sci-fi",ova,original,bones,pg-13 - teens 13 or older,1.0
"action, drama, sci-fi",special,original,xebec,pg-13 - teens 13 or older,1.0
"action, adventure, sci-fi",tv,game,madhouse,pg-13 - teens 13 or older,25.0
"adventure, sci-fi",ova,game,radix,pg-13 - teens 13 or older,3.0
"comedy, romance, sci-fi",tv,manga,"madhouse, studio deen",pg-13 - teens 13 or older,12.0
"comedy, sci-fi",ova,original,j.c.staff,r+ - mild nudity,2.0
"action, adventure, drama, sci-fi",movie,original,sunrise,pg-13 - teens 13 or older,1.0
"action, comedy, sci-fi",ova,manga,madhouse,pg-13 - teens 13 or older,4.0
"action, mystery, sci-fi",tv,original,sunrise,pg-13 - teens 13 or older,26.0
"adventure, sci-fi",tv,original,aic,r - 17+ (violence & profanity),26.0
"comedy, sci-fi",tv,light novel,tatsunoko production,pg-13 - teens 13 or older,26.0
"award winning, drama, romance",movie,manga,production i.g,r - 17+ (violence & profanity),1.0
"action, romance, sci-fi",ova,original,aic,pg-13 - teens 13 or older,6.0
"adventure, award winning, fantasy",movie,manga,topcraft,pg-13 - teens 13 or older,1.0
"action, adventure, comedy, drama, romance, sci-fi",tv,original,studio junio,pg-13 - teens 13 or older,25.0
"award winning, fantasy, sci-fi",ona,novel,sunrise,pg-13 - teens 13 or older,6.0
"comedy, fantasy, romance",tv,manga,tokyo kids,pg-13 - teens 13 or older,13.0
fantasy,tv,manga,"trinet entertainment, picture magic",pg-13 - teens 13 or older,13.0
drama,movie,novel,studio ghibli,pg-13 - teens 13 or older,1.0
"comedy, sci-fi, ecchi",tv,original,aic,pg-13 - teens 13 or older,15.0
"comedy, gourmet",tv,other,pierrot,g - all ages,10.0
"adventure, comedy, ecchi",ova,original,studio fantasia,r+ - mild nudity,2.0
"action, comedy",tv,manga,magic bus,r - 17+ (violence & profanity),48.0
"adventure, drama, sci-fi",tv,original,satelight,pg-13 - teens 13 or older,24.0
"drama, romance",movie,manga,studio ghibli,g - all ages,1.0
"fantasy, horror, mystery",tv,other,toei animation,r - 17+ (violence & profanity),11.0
"comedy, drama, romance",tv,light novel,group tac,pg-13 - teens 13 or older,6.0
"comedy, fantasy, romance, ecchi",ova,manga,tnk,r+ - mild nudity,2.0
"action, adventure, drama",tv,manga,toei animation,pg-13 - teens 13 or older,21.0
"comedy, romance",tv,light novel,group tac,pg-13 - teens 13 or older,12.0
"comedy, romance, supernatural, ecchi",tv,manga,studio deen,r+ - mild nudity,12.0
"adventure, fantasy",tv,game,tms entertainment,pg - children,26.0
"award winning, drama, sci-fi",tv,original,sunrise,pg-13 - teens 13 or older,26.0
"action, adventure, fantasy",special,manga,pierrot,pg-13 - teens 13 or older,1.0
"drama, fantasy, mystery, romance, supernatural",ova,manga,madhouse,pg-13 - teens 13 or older,1.0
"comedy, romance",special,manga,madhouse,pg-13 - teens 13 or older,1.0
"adventure, award winning, drama, fantasy",movie,other,studio ghibli,g - all ages,1.0
"action, drama, sci-fi",tv,other,"radix, studio ox",pg-13 - teens 13 or older,13.0
"action, adventure, comedy, supernatural",ova,original,madhouse,pg-13 - teens 13 or older,4.0
"boys love, drama, supernatural",tv,original,"radix, marine entertainment",r - 17+ (violence & profanity),12.0
